Weather,Road_Type,Time_of_Day,Traffic_Density,Speed_Limit,Number_of_Vehicles,Driver_Alcohol,Accident_Severity,Road_Condition,Vehicle_Type,Driver_Age,Driver_Experience,Road_Light_Condition,Accident
Snowy,City Road,Afternoon,1.0,30.0,5.0,0.0,Low,Wet,Car,54.0,9.0,Daylight,1.0
Clear,City Road,Night,2.0,60.0,4.0,0.0,High,Dry,Car,54.0,24.0,Artificial Light,1.0
Clear,City Road,Night,3.0,30.0,1.0,0.0,Low,Dry,Car,51.0,8.0,Artificial Light,0.0
Rainy,City Road,Night,3.0,50.0,1.0,0.0,Medium,Wet,Bus,41.0,1.0,Dark,1.0
Rainy,Intersection,Evening,1.0,20.0,2.0,0.0,Low,Wet,Car,69.0,2.0,Daylight,0.0
Foggy,City Road,Afternoon,1.0,40.0,1.0,0.13,Low,Wet,Van,72.0,3.0,Daylight,1.0
Foggy,City Road,Afternoon,1.0,30.0,5.0,0.0,Medium,Wet,Car,60.0,9.0,Daylight,0.0
Rainy,City Road,Night,1.0,60.0,3.0,0.0,Fatal,Wet,Car,25.0,3.0,Artificial Light,1.0
Clear,Highway,Afternoon,2.0,80.0,5.0,0.12,Low,Dry,Truck,22.0,2.0,Daylight,1.0
Cloudy,City Road,Evening,3.0,40.0,5.0,0.05,Low,Dry,Van,43.0,9.0,Daylight,0.0
Clear,City Road,Evening,2.0,30.0,4.0,0.09,Medium,Dry,Truck,41.0,9.0,Artificial Light,1.0
Rainy,Highway,Night,4.0,120.0,4.0,0.09,Medium,Icy,Car,44.0,9.0,Artificial Light,1.0
Rainy,City Road,Morning,2.0,60.0,2.0,0.0,Medium,Wet,Bus,38.0,3.0,Daylight,0.0
Rainy,Highway,Evening,1.0,80.0,2.0,0.0,High,Wet,Truck,65.0,37.0,Daylight,1.0
Rainy,Highway,Evening,3.0,80.0,4.0,0.0,Medium,Wet,Car,34.0,10.0,Artificial Light,1.0
Foggy,Highway,Morning,3.0,120.0,1.0,0.0,Low,Dry,Car,67.0,2.0,Daylight,0.0
Rainy,City Road,Afternoon,2.0,50.0,5.0,0.0,Low,Wet,Car,44.0,13.0,Daylight,0.0
Rainy,Highway,Evening,3.0,80.0,5.0,0.0,Medium,Wet,Truck,60.0,37.0,Artificial Light,1.0
Rainy,Intersection,Morning,2.0,30.0,1.0,0.0,Medium,Wet,Car,41.0,3.0,Daylight,1.0
Foggy,Highway,Afternoon,2.0,100.0,1.0,0.0,Medium,Wet,Motorcycle,37.0,18.0,Daylight,1.0
Clear,Highway,Afternoon,3.0,80.0,2.0,0.0,Medium,Dry,Bus,49.0,4.0,Daylight,0.0
Rainy,Intersection,Night,1.0,40.0,5.0,0.0,Low,Icy,Truck,34.0,11.0,Dark,1.0
Rainy,City Road,Morning,1.0,30.0,5.0,0.0,Low,Icy,Truck,35.0,0.0,Daylight,1.0
Foggy,Rural Road,Morning,1.0,80.0,2.0,0.0,Low,Dry,Car,36.0,14.0,Daylight,0.0
Cloudy,City Road,Evening,1.0,50.0,2.0,0.0,Medium,Dry,Bus,51.0,28.0,Artificial Light,1.0
Rainy,Highway,Afternoon,4.0,100.0,5.0,0.0,Medium,Icy,Van,18.0,0.0,Daylight,1.0
Clear,City Road,Evening,1.0,60.0,4.0,0.0,Medium,Dry,Bus,58.0,40.0,Artificial Light,0.0
Snowy,City Road,Afternoon,3.0,40.0,2.0,0.0,Low,Wet,Bus,29.0,8.0,Daylight,0.0
Rainy,Intersection,Afternoon,1.0,20.0,3.0,0.07,Low,Icy,Truck,72.0,3.0,Daylight,1.0
Foggy,Rural Road,Morning,1.0,60.0,4.0,0.0,Low,Dry,Car,53.0,7.0,Daylight,0.0
Rainy,City Road,Evening,1.0,30.0,3.0,0.0,Low,Icy,Truck,34.0,15.0,Artificial Light,1.0
Foggy,Rural Road,Evening,2.0,80.0,5.0,0.0,Low,Dry,Car,62.0,1.0,Artificial Light,0.0
Rainy,Highway,Morning,2.0,100.0,2.0,0.0,Low,Wet,Car,20.0,1.0,Daylight,1.0
Rainy,Rural Road,Afternoon,2.0,100.0,2.0,0.0,High,Icy,Motorcycle,23.0,3.0,Daylight,1.0
Clear,Highway,Afternoon,2.0,100.0,5.0,0.0,High,Dry,Car,63.0,39.0,Daylight,1.0
Foggy,Highway,Evening,1.0,100.0,4.0,0.0,High,Wet,Truck,20.0,0.0,Artificial Light,1.0
Clear,City Road,Night,3.0,30.0,3.0,0.02,Low,Dry,Car,41.0,17.0,Dark,1.0
Clear,City Road,Morning,3.0,30.0,3.0,0.0,Fatal,Dry,Car,27.0,8.0,Daylight,0.0
Cloudy,Intersection,Afternoon,1.0,40.0,5.0,0.0,Medium,Dry,Truck,42.0,13.0,Daylight,0.0
Foggy,City Road,Afternoon,3.0,30.0,1.0,0.0,Fatal,Dry,Car,18.0,0.0,Daylight,1.0
Clear,Rural Road,Afternoon,1.0,80.0,2.0,0.12,Medium,Dry,Motorcycle,71.0,19.0,Dawn/Dusk,0.0
Rainy,City Road,Morning,1.0,40.0,2.0,0.0,Low,Wet,Truck,46.0,7.0,Daylight,0.0
Rainy,Highway,Evening,3.0,120.0,3.0,0.0,Low,Icy,Van,37.0,4.0,Dawn/Dusk,1.0
Cloudy,City Road,Night,2.0,60.0,4.0,0.0,High,Under Construction,Car,28.0,1.0,Artificial Light,1.0
Clear,City Road,Afternoon,2.0,30.0,1.0,0.0,Low,Dry,Motorcycle,63.0,7.0,Daylight,1.0
Snowy,City Road,Afternoon,1.0,40.0,2.0,0.0,High,Wet,Car,19.0,0.0,Daylight,1.0
Snowy,Highway,Evening,4.0,100.0,1.0,0.0,Fatal,Wet,Truck,70.0,33.0,Artificial Light,1.0
Rainy,City Road,Evening,3.0,50.0,5.0,0.0,High,Wet,Car,35.0,12.0,Artificial Light,1.0
Rainy,Rural Road,Afternoon,1.0,100.0,4.0,0.0,Medium,Icy,Bus,66.0,36.0,Daylight,0.0
Rainy,Rural Road,Afternoon,2.0,60.0,3.0,0.09,Low,Wet,Car,62.0,33.0,Dawn/Dusk,1.0
Rainy,City Road,Afternoon,2.0,60.0,3.0,0.0,Low,Icy,Car,22.0,3.0,Daylight,1.0
Clear,Rural Road,Morning,2.0,100.0,2.0,0.06,Low,Dry,Car,30.0,0.0,Daylight,1.0
Cloudy,Intersection,Evening,1.0,20.0,5.0,0.0,Medium,Dry,Car,35.0,16.0,Artificial Light,0.0
Clear,Rural Road,Afternoon,1.0,60.0,1.0,0.0,Medium,Under Construction,Car,48.0,20.0,Daylight,1.0
Rainy,City Road,Night,1.0,50.0,4.0,0.0,Low,Wet,Car,29.0,0.0,Dark,1.0
Clear,City Road,Evening,1.0,30.0,2.0,0.0,Medium,Dry,Car,66.0,34.0,Artificial Light,0.0
Clear,Highway,Morning,3.0,120.0,4.0,0.0,High,Under Construction,Truck,43.0,16.0,Daylight,0.0
Clear,Rural Road,Evening,1.0,80.0,3.0,0.0,Low,Under Construction,Car,29.0,7.0,Dawn/Dusk,0.0
Clear,Highway,Morning,4.0,120.0,5.0,0.0,Medium,Dry,Car,59.0,8.0,Daylight,0.0
Rainy,Intersection,Night,2.0,40.0,3.0,0.0,Medium,Wet,Car,48.0,17.0,Dark,0.0
Clear,City Road,Afternoon,1.0,40.0,5.0,0.0,High,Dry,Truck,50.0,14.0,Dawn/Dusk,1.0
Foggy,City Road,Evening,2.0,40.0,4.0,0.0,Medium,Wet,Motorcycle,39.0,7.0,Artificial Light,0.0
Clear,City Road,Morning,3.0,30.0,5.0,0.06,Low,Dry,Car,65.0,1.0,Daylight,1.0
Foggy,City Road,Morning,2.0,50.0,5.0,0.0,Fatal,Dry,Van,38.0,14.0,Daylight,1.0
Clear,City Road,Morning,1.0,30.0,2.0,0.0,High,Dry,Car,62.0,15.0,Daylight,0.0
Clear,Highway,Morning,1.0,100.0,5.0,0.0,Medium,Dry,Car,73.0,34.0,Daylight,0.0
Clear,City Road,Evening,3.0,40.0,3.0,0.0,Fatal,Dry,Truck,30.0,6.0,Artificial Light,1.0
Rainy,Intersection,Evening,1.0,30.0,4.0,0.0,Medium,Wet,Car,18.0,0.0,Artificial Light,0.0
Rainy,City Road,Afternoon,3.0,40.0,4.0,0.0,Low,Icy,Car,71.0,7.0,Daylight,0.0
Cloudy,Highway,Night,4.0,120.0,1.0,0.0,Low,Dry,Car,70.0,28.0,Artificial Light,1.0
Cloudy,City Road,Morning,2.0,40.0,2.0,0.0,Low,Dry,Car,37.0,5.0,Daylight,1.0
Clear,Highway,Night,4.0,120.0,3.0,0.0,Medium,Dry,Bus,37.0,15.0,Dark,1.0
Foggy,Intersection,Morning,2.0,40.0,1.0,0.0,Low,Wet,Car,69.0,22.0,Daylight,1.0
Clear,City Road,Evening,2.0,30.0,1.0,0.03,Low,Dry,Car,38.0,20.0,Dawn/Dusk,0.0
Clear,Highway,Afternoon,1.0,100.0,3.0,0.0,Low,Under Construction,Truck,33.0,5.0,Daylight,1.0
Clear,City Road,Afternoon,3.0,40.0,3.0,0.0,Low,Under Construction,Car,63.0,39.0,Daylight,0.0
Clear,Highway,Afternoon,4.0,80.0,4.0,0.0,Low,Under Construction,Car,33.0,13.0,Daylight,1.0
Rainy,City Road,Afternoon,3.0,60.0,2.0,0.0,Low,Icy,Car,42.0,5.0,Daylight,1.0
Clear,Highway,Night,2.0,80.0,5.0,0.0,Fatal,Dry,Car,64.0,35.0,Artificial Light,1.0
Rainy,Rural Road,Evening,2.0,80.0,5.0,0.0,Medium,Wet,Truck,46.0,11.0,Daylight,0.0
Clear,Intersection,Night,2.0,20.0,5.0,0.0,Low,Dry,Truck,69.0,9.0,Artificial Light,1.0
Rainy,Rural Road,Morning,1.0,60.0,5.0,0.0,Low,Icy,Car,50.0,10.0,Dawn/Dusk,1.0
Clear,Rural Road,Afternoon,2.0,100.0,3.0,0.0,Low,Dry,Bus,71.0,1.0,Daylight,1.0
Clear,City Road,Morning,1.0,60.0,5.0,0.0,Medium,Dry,Truck,62.0,21.0,Daylight,0.0
Clear,Intersection,Morning,1.0,30.0,1.0,0.0,High,Dry,Car,19.0,0.0,Daylight,0.0
Rainy,City Road,Night,2.0,50.0,5.0,0.02,Medium,Wet,Bus,29.0,5.0,Artificial Light,1.0
Clear,City Road,Evening,1.0,30.0,3.0,0.0,Medium,Dry,Bus,38.0,7.0,Daylight,0.0
Clear,City Road,Night,3.0,30.0,4.0,0.0,Low,Dry,Car,44.0,19.0,Dark,1.0
Clear,Rural Road,Morning,1.0,100.0,5.0,0.0,Medium,Dry,Car,42.0,21.0,Daylight,0.0
Clear,City Road,Afternoon,3.0,50.0,3.0,0.0,High,Under Construction,Car,18.0,0.0,Daylight,1.0
Clear,City Road,Night,1.0,30.0,5.0,0.0,Medium,Dry,Motorcycle,21.0,2.0,Artificial Light,0.0
Rainy,Highway,Morning,2.0,120.0,3.0,0.0,Low,Icy,Car,43.0,22.0,Daylight,1.0
Clear,Highway,Morning,4.0,120.0,3.0,0.0,High,Dry,Car,23.0,5.0,Daylight,0.0
Clear,Intersection,Afternoon,2.0,40.0,5.0,0.0,Medium,Dry,Car,68.0,36.0,Daylight,0.0
Clear,Rural Road,Evening,1.0,100.0,2.0,0.0,High,Dry,Car,45.0,10.0,Dawn/Dusk,1.0
Clear,City Road,Afternoon,2.0,40.0,4.0,0.0,Low,Under Construction,Car,59.0,37.0,Daylight,0.0
Foggy,Highway,Morning,2.0,100.0,2.0,0.0,Low,Dry,Car,51.0,3.0,Daylight,1.0
Clear,City Road,Evening,1.0,50.0,4.0,0.0,Low,Dry,Bus,35.0,15.0,Artificial Light,0.0
Clear,City Road,Afternoon,2.0,60.0,4.0,0.0,Low,Dry,Bus,53.0,17.0,Daylight,1.0
Foggy,City Road,Night,2.0,40.0,3.0,0.0,Medium,Wet,Truck,50.0,9.0,Dark,0.0
Clear,Intersection,Morning,1.0,30.0,5.0,0.0,Medium,Dry,Car,20.0,2.0,Dawn/Dusk,0.0
Clear,City Road,Morning,2.0,60.0,4.0,0.0,Medium,Dry,Motorcycle,23.0,1.0,Daylight,0.0
Rainy,Intersection,Afternoon,2.0,20.0,2.0,0.0,Low,Wet,Motorcycle,49.0,26.0,Daylight,0.0
Clear,City Road,Morning,3.0,60.0,3.0,0.07,Medium,Dry,Car,72.0,19.0,Daylight,1.0
Clear,City Road,Afternoon,3.0,60.0,5.0,0.02,Low,Dry,Car,54.0,0.0,Daylight,0.0
Rainy,City Road,Night,1.0,60.0,1.0,0.0,Low,Wet,Truck,42.0,17.0,Dark,1.0
Clear,City Road,Morning,3.0,60.0,4.0,0.0,Low,Under Construction,Car,43.0,7.0,Daylight,0.0
Clear,City Road,Morning,2.0,50.0,2.0,0.0,Low,Under Construction,Car,67.0,46.0,Daylight,0.0
Cloudy,Highway,Night,2.0,80.0,3.0,0.0,Medium,Dry,Car,29.0,6.0,Artificial Light,0.0
Clear,City Road,Morning,2.0,30.0,2.0,0.0,Low,Dry,Truck,71.0,21.0,Daylight,0.0
Clear,Highway,Morning,3.0,100.0,1.0,0.0,Low,Dry,Truck,60.0,22.0,Daylight,0.0
Clear,Highway,Evening,3.0,120.0,3.0,0.0,Low,Dry,Car,44.0,5.0,Artificial Light,0.0
Rainy,Highway,Afternoon,1.0,80.0,5.0,0.11,Low,Wet,Car,28.0,8.0,Daylight,1.0
Clear,Highway,Morning,1.0,120.0,1.0,0.0,Low,Dry,Truck,42.0,12.0,Daylight,1.0
Rainy,City Road,Evening,3.0,30.0,1.0,0.0,Low,Wet,Car,72.0,17.0,Artificial Light,0.0
Rainy,City Road,Evening,3.0,50.0,1.0,0.0,Low,Wet,Motorcycle,32.0,3.0,Artificial Light,0.0
Foggy,Intersection,Morning,1.0,40.0,5.0,0.0,Medium,Wet,Bus,59.0,9.0,Daylight,1.0
Rainy,City Road,Morning,2.0,50.0,5.0,0.04,Low,Wet,Bus,26.0,3.0,Daylight,0.0
Cloudy,City Road,Night,1.0,30.0,3.0,0.0,Low,Dry,Car,72.0,16.0,Artificial Light,0.0
Rainy,City Road,Evening,3.0,50.0,4.0,0.0,Low,Wet,Car,64.0,15.0,Dawn/Dusk,0.0
Foggy,City Road,Evening,2.0,50.0,3.0,0.0,High,Dry,Motorcycle,35.0,15.0,Dawn/Dusk,0.0
Clear,Rural Road,Night,2.0,80.0,5.0,0.0,Low,Dry,Car,68.0,33.0,Artificial Light,1.0
Clear,City Road,Morning,2.0,40.0,4.0,0.0,Medium,Dry,Van,46.0,7.0,Daylight,0.0
Cloudy,Highway,Morning,3.0,80.0,4.0,0.0,High,Dry,Truck,53.0,16.0,Daylight,0.0
Snowy,Rural Road,Morning,2.0,60.0,1.0,0.0,Low,Wet,Car,67.0,14.0,Daylight,1.0
Cloudy,Highway,Evening,2.0,120.0,5.0,0.01,Medium,Under Construction,Car,61.0,13.0,Artificial Light,1.0
Rainy,Rural Road,Afternoon,1.0,80.0,2.0,0.1,Medium,Wet,Car,70.0,21.0,Daylight,0.0
Rainy,City Road,Afternoon,2.0,40.0,2.0,0.0,Low,Icy,Car,33.0,2.0,Daylight,1.0
Rainy,Highway,Morning,4.0,100.0,2.0,0.0,Low,Wet,Truck,18.0,0.0,Daylight,0.0
Clear,Highway,Morning,3.0,80.0,4.0,0.0,Low,Dry,Motorcycle,41.0,23.0,Daylight,1.0
Rainy,Rural Road,Evening,1.0,100.0,3.0,0.08,Low,Icy,Car,24.0,5.0,Daylight,1.0
Cloudy,Rural Road,Morning,1.0,60.0,4.0,0.0,Low,Dry,Bus,44.0,5.0,Dawn/Dusk,0.0
Clear,City Road,Morning,2.0,30.0,5.0,0.0,High,Dry,Car,51.0,0.0,Dawn/Dusk,1.0
Clear,Highway,Afternoon,1.0,120.0,3.0,0.0,Low,Dry,Car,38.0,5.0,Daylight,0.0
Clear,Rural Road,Morning,1.0,80.0,4.0,0.0,High,Dry,Bus,61.0,6.0,Daylight,0.0
Cloudy,Rural Road,Afternoon,2.0,80.0,5.0,0.0,High,Dry,Car,18.0,0.0,Daylight,1.0
Clear,City Road,Afternoon,3.0,40.0,4.0,0.0,Medium,Dry,Bus,44.0,24.0,Daylight,0.0
Snowy,City Road,Evening,2.0,40.0,3.0,0.0,Low,Icy,Bus,20.0,1.0,Artificial Light,0.0
Clear,City Road,Afternoon,2.0,40.0,2.0,0.0,Medium,Dry,Car,68.0,46.0,Daylight,0.0
Rainy,City Road,Afternoon,3.0,60.0,2.0,0.0,Low,Wet,Car,42.0,22.0,Daylight,1.0
Rainy,Rural Road,Evening,2.0,80.0,5.0,0.0,Low,Wet,Car,74.0,1.0,Artificial Light,1.0
Snowy,City Road,Morning,2.0,60.0,5.0,0.0,High,Wet,Car,35.0,9.0,Daylight,0.0
Clear,City Road,Evening,3.0,50.0,4.0,0.05,Low,Dry,Truck,69.0,25.0,Artificial Light,1.0
Cloudy,City Road,Afternoon,2.0,40.0,4.0,0.0,High,Dry,Car,72.0,25.0,Daylight,0.0
Cloudy,City Road,Evening,1.0,40.0,1.0,0.0,Medium,Dry,Truck,45.0,5.0,Artificial Light,1.0
Foggy,City Road,Morning,3.0,40.0,4.0,0.0,Fatal,Wet,Van,31.0,11.0,Daylight,0.0
Rainy,Rural Road,Afternoon,2.0,80.0,1.0,0.0,Low,Wet,Car,19.0,1.0,Daylight,0.0
Rainy,Rural Road,Night,2.0,60.0,5.0,0.0,Low,Wet,Motorcycle,47.0,20.0,Artificial Light,1.0
Cloudy,City Road,Night,3.0,60.0,5.0,0.0,Low,Dry,Truck,54.0,8.0,Dark,1.0
Clear,Highway,Afternoon,3.0,100.0,3.0,0.0,Low,Dry,Car,72.0,45.0,Daylight,0.0
Clear,Rural Road,Night,1.0,80.0,2.0,0.0,Medium,Under Construction,Truck,19.0,1.0,Dark,1.0
Clear,City Road,Evening,3.0,40.0,4.0,0.0,Low,Dry,Car,46.0,9.0,Artificial Light,0.0
Rainy,Highway,Evening,2.0,100.0,1.0,0.0,Medium,Wet,Car,61.0,9.0,Dawn/Dusk,1.0
Rainy,Rural Road,Afternoon,2.0,80.0,1.0,0.0,Low,Wet,Car,74.0,31.0,Daylight,1.0
Clear,Rural Road,Afternoon,2.0,100.0,2.0,0.0,Low,Dry,Truck,24.0,0.0,Daylight,1.0
Rainy,Highway,Afternoon,2.0,80.0,5.0,0.0,Low,Wet,Van,19.0,1.0,Daylight,1.0
Clear,City Road,Night,2.0,40.0,3.0,0.0,Low,Under Construction,Car,25.0,1.0,Dark,1.0
Rainy,Highway,Afternoon,2.0,120.0,4.0,0.0,Medium,Wet,Bus,29.0,1.0,Daylight,1.0
Cloudy,City Road,Morning,2.0,60.0,5.0,0.0,High,Dry,Car,67.0,14.0,Daylight,0.0
Foggy,City Road,Afternoon,1.0,30.0,5.0,0.06,Low,Dry,Van,57.0,12.0,Daylight,1.0
Foggy,City Road,Evening,1.0,30.0,1.0,0.09,High,Dry,Motorcycle,22.0,1.0,Dawn/Dusk,1.0
Cloudy,City Road,Afternoon,2.0,60.0,1.0,0.0,High,Dry,Motorcycle,55.0,14.0,Daylight,0.0
Clear,City Road,Night,2.0,50.0,3.0,0.0,High,Dry,Car,74.0,33.0,Dark,1.0
Rainy,City Road,Evening,2.0,40.0,2.0,0.14,High,Wet,Truck,43.0,16.0,Artificial Light,1.0
Clear,Highway,Evening,3.0,100.0,3.0,0.0,High,Dry,Car,74.0,46.0,Artificial Light,1.0
Cloudy,Highway,Afternoon,3.0,100.0,1.0,0.0,Low,Dry,Car,21.0,2.0,Daylight,1.0
Clear,Highway,Night,4.0,80.0,2.0,0.0,Medium,Dry,Car,53.0,35.0,Dark,0.0
Clear,Highway,Morning,3.0,100.0,2.0,0.0,Low,Dry,Car,27.0,5.0,Daylight,0.0
Rainy,Highway,Night,2.0,80.0,1.0,0.01,Low,Wet,Bus,60.0,18.0,Dark,1.0
Foggy,Rural Road,Afternoon,1.0,80.0,1.0,0.0,Low,Wet,Bus,73.0,45.0,Daylight,1.0
Clear,Intersection,Morning,2.0,20.0,3.0,0.0,Fatal,Dry,Car,58.0,39.0,Daylight,0.0
Rainy,Highway,Afternoon,1.0,100.0,3.0,0.0,Low,Icy,Truck,36.0,18.0,Daylight,1.0
Rainy,Intersection,Evening,1.0,30.0,4.0,0.0,Low,Icy,Van,24.0,0.0,Dawn/Dusk,1.0
Clear,Highway,Morning,4.0,80.0,5.0,0.0,Fatal,Dry,Car,41.0,10.0,Daylight,0.0
Clear,City Road,Evening,1.0,40.0,5.0,0.0,Low,Dry,Car,64.0,31.0,Artificial Light,0.0
Rainy,Intersection,Evening,2.0,20.0,2.0,0.0,Medium,Icy,Car,35.0,5.0,Daylight,0.0
Foggy,Highway,Evening,2.0,80.0,4.0,0.0,High,Dry,Car,48.0,22.0,Daylight,1.0
Clear,Rural Road,Morning,1.0,80.0,4.0,0.0,Low,Under Construction,Car,27.0,9.0,Daylight,0.0
Clear,Rural Road,Afternoon,1.0,80.0,5.0,0.0,Low,Dry,Car,67.0,36.0,Daylight,1.0
Clear,Intersection,Morning,2.0,40.0,5.0,0.0,Low,Dry,Car,23.0,2.0,Daylight,0.0
Clear,City Road,Afternoon,3.0,50.0,3.0,0.0,Medium,Dry,Bus,31.0,12.0,Daylight,0.0
Clear,Highway,Evening,1.0,80.0,3.0,0.0,Low,Dry,Car,29.0,7.0,Dawn/Dusk,0.0
Clear,Highway,Evening,1.0,100.0,5.0,0.05,Medium,Dry,Car,27.0,9.0,Artificial Light,0.0
Clear,City Road,Afternoon,2.0,50.0,2.0,0.0,Medium,Dry,Car,23.0,4.0,Daylight,0.0
Clear,Rural Road,Evening,1.0,60.0,4.0,0.0,High,Dry,Motorcycle,71.0,36.0,Artificial Light,1.0
Rainy,Highway,Evening,2.0,120.0,3.0,0.0,Medium,Wet,Car,22.0,3.0,Dawn/Dusk,0.0
Rainy,Highway,Morning,3.0,100.0,5.0,0.06,High,Icy,Car,65.0,30.0,Daylight,1.0
Cloudy,Highway,Afternoon,2.0,120.0,1.0,0.0,Low,Dry,Car,55.0,1.0,Daylight,0.0
Rainy,City Road,Morning,3.0,30.0,4.0,0.06,High,Icy,Car,22.0,0.0,Daylight,1.0
Cloudy,City Road,Afternoon,2.0,30.0,1.0,0.0,Medium,Dry,Truck,43.0,5.0,Daylight,1.0
Clear,City Road,Morning,1.0,60.0,5.0,0.0,Low,Dry,Truck,55.0,25.0,Daylight,0.0
Snowy,Rural Road,Morning,1.0,80.0,3.0,0.0,Low,Icy,Car,63.0,30.0,Daylight,1.0
Rainy,City Road,Evening,2.0,40.0,1.0,0.0,Low,Wet,Car,31.0,4.0,Artificial Light,1.0
Rainy,Highway,Morning,3.0,80.0,5.0,0.0,Medium,Wet,Truck,19.0,0.0,Daylight,1.0
Clear,City Road,Afternoon,1.0,40.0,5.0,0.0,Medium,Dry,Car,54.0,19.0,Daylight,0.0
Rainy,City Road,Night,1.0,30.0,3.0,0.0,Medium,Wet,Car,41.0,9.0,Dark,1.0
Cloudy,Highway,Evening,2.0,120.0,2.0,0.0,Medium,Dry,Car,52.0,12.0,Dawn/Dusk,1.0
Clear,City Road,Evening,3.0,50.0,2.0,0.0,High,Dry,Truck,49.0,3.0,Artificial Light,0.0
Clear,City Road,Afternoon,3.0,40.0,1.0,0.0,Medium,Dry,Car,41.0,10.0,Daylight,0.0
Rainy,Highway,Morning,2.0,100.0,2.0,0.0,Medium,Wet,Car,71.0,25.0,Daylight,0.0
Rainy,Rural Road,Night,1.0,80.0,3.0,0.0,Low,Wet,Bus,19.0,0.0,Artificial Light,0.0
Snowy,City Road,Afternoon,2.0,60.0,1.0,0.07,High,Icy,Car,66.0,32.0,Daylight,1.0
Clear,Highway,Morning,1.0,120.0,5.0,0.0,Low,Dry,Bus,28.0,2.0,Daylight,0.0
Clear,Highway,Night,3.0,100.0,5.0,0.0,Medium,Under Construction,Bus,61.0,33.0,Dark,1.0
Cloudy,Intersection,Morning,2.0,20.0,3.0,0.0,Low,Dry,Car,20.0,1.0,Daylight,0.0
Cloudy,Highway,Morning,2.0,80.0,4.0,0.0,Low,Dry,Car,59.0,9.0,Daylight,1.0
Clear,City Road,Morning,2.0,50.0,3.0,0.0,High,Dry,Motorcycle,66.0,41.0,Daylight,0.0
Clear,Intersection,Morning,2.0,20.0,3.0,0.0,Low,Dry,Truck,51.0,8.0,Daylight,0.0
Foggy,City Road,Morning,3.0,50.0,3.0,0.0,Low,Dry,Truck,36.0,4.0,Daylight,1.0
Snowy,City Road,Morning,1.0,60.0,1.0,0.0,Low,Icy,Truck,40.0,0.0,Daylight,1.0
Rainy,City Road,Night,2.0,30.0,1.0,0.0,High,Wet,Car,58.0,7.0,Dark,1.0
Clear,Highway,Night,2.0,100.0,3.0,0.06,Low,Dry,Car,70.0,8.0,Artificial Light,1.0
Cloudy,Rural Road,Afternoon,2.0,80.0,1.0,0.0,Low,Dry,Van,20.0,2.0,Daylight,0.0
Cloudy,Highway,Afternoon,4.0,80.0,5.0,0.0,Low,Dry,Van,63.0,28.0,Daylight,1.0
Rainy,Highway,Morning,2.0,80.0,2.0,0.0,High,Wet,Car,31.0,8.0,Daylight,1.0
Rainy,Rural Road,Evening,1.0,60.0,2.0,0.08,Low,Wet,Truck,57.0,2.0,Dawn/Dusk,1.0
Clear,Rural Road,Night,1.0,60.0,3.0,0.09,Medium,Dry,Car,45.0,27.0,Artificial Light,1.0
Clear,City Road,Night,3.0,30.0,4.0,0.0,Low,Dry,Car,67.0,24.0,Artificial Light,0.0
Rainy,Highway,Evening,3.0,80.0,1.0,0.0,Medium,Wet,Truck,30.0,8.0,Dawn/Dusk,0.0
Cloudy,City Road,Afternoon,2.0,60.0,4.0,0.0,High,Under Construction,Car,49.0,29.0,Daylight,0.0
Clear,Rural Road,Morning,1.0,80.0,4.0,0.05,Low,Dry,Motorcycle,35.0,6.0,Daylight,1.0
Clear,City Road,Morning,1.0,30.0,1.0,0.04,Low,Dry,Car,46.0,19.0,Daylight,0.0
Clear,Rural Road,Afternoon,1.0,80.0,1.0,0.0,Medium,Under Construction,Bus,73.0,36.0,Daylight,0.0
Cloudy,Rural Road,Morning,2.0,60.0,1.0,0.06,Medium,Dry,Car,66.0,20.0,Dawn/Dusk,1.0
Clear,Highway,Afternoon,4.0,80.0,5.0,0.0,Low,Dry,Truck,54.0,5.0,Dawn/Dusk,0.0
Rainy,Rural Road,Evening,1.0,80.0,3.0,0.0,Low,Wet,Car,65.0,23.0,Dawn/Dusk,0.0
Clear,Intersection,Afternoon,2.0,40.0,4.0,0.0,Medium,Dry,Car,60.0,10.0,Daylight,0.0
Rainy,City Road,Morning,3.0,30.0,5.0,0.0,Low,Wet,Car,21.0,1.0,Dawn/Dusk,1.0
Snowy,City Road,Afternoon,3.0,50.0,2.0,0.07,Fatal,Wet,Truck,20.0,0.0,Daylight,1.0
Foggy,Highway,Evening,3.0,120.0,4.0,0.0,Low,Wet,Bus,45.0,13.0,Artificial Light,1.0
Rainy,City Road,Afternoon,3.0,60.0,2.0,0.0,Low,Icy,Car,19.0,1.0,Daylight,1.0
Rainy,Highway,Afternoon,2.0,80.0,3.0,0.05,Low,Wet,Car,57.0,14.0,Daylight,1.0
Clear,Rural Road,Morning,2.0,60.0,3.0,0.0,Low,Under Construction,Car,35.0,13.0,Daylight,1.0
Rainy,Highway,Afternoon,3.0,80.0,2.0,0.0,Medium,Icy,Car,56.0,27.0,Daylight,1.0
Cloudy,Highway,Afternoon,1.0,120.0,4.0,0.0,Low,Dry,Truck,28.0,7.0,Daylight,0.0
Cloudy,Highway,Afternoon,2.0,80.0,1.0,0.0,Medium,Dry,Car,36.0,6.0,Daylight,0.0
Clear,City Road,Afternoon,3.0,50.0,1.0,0.0,Low,Dry,Car,35.0,10.0,Dawn/Dusk,1.0
